time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz,p4_ux,p4_uy,p4_uz, p5_ux,p5_uy,p5_uz, p6_ux,p6_uy,p6_uz, p7_ux,p7_uy,p7_uz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.028734016,7.866906e-05,-3.0306876e-07,0.029664996,1.8710104e-05,-2.7697759e-07,0.029915152,4.7382902e-06,-2.4747151e-07,0.029980572,1.2502385e-06,-2.108805e-07,0.029997333,3.6930239e-07,-1.6666447e-07,0.030002656,9.3374017e-08,-1.1542588e-07,0.030004253,1.2573184e-08,-6.8672989e-08,0.030004695,-4.0774883e-09,-3.42515e-08
0.12917234,0.028715853,8.0260762e-05,1.1126608e-07,0.029665816,1.9062975e-05,9.8758971e-08,0.029920921,4.8241183e-06,8.6937237e-08,0.029987611,1.2842801e-06,7.3712748e-08,0.030004676,3.9401721e-07,5.8111869e-08,0.030010078,1.1240913e-07,4.0213689e-08,0.030011661,2.975155e-08,2.3609218e-08,0.030012038,1.1070252e-08,1.1935642e-08
0.20112725,0.028700119,8.175775e-05,-8.9142626e-10,0.029667943,1.9377845e-05,-3.6467423e-10,0.02992771,4.8923538e-06,-2.3495167e-10,0.029995611,1.2943061e-06,-4.5008879e-10,0.030012995,3.9117762e-07,-5.6358048e-10,0.030018499,1.0884523e-07,-4.304768e-10,0.030020109,2.7572827e-08,-5.7204175e-10,0.030020492,1.0003744e-08,-2.2282656e-10
0.27527915,0.028687484,8.3110282e-05,-5.394583e-10,0.029671294,1.9658675e-05,-3.2273368e-10,0.029935182,4.952176e-06,-2.3973157e-10,0.030004142,1.3054398e-06,-5.1585301e-10,0.030021796,3.9225448e-07,-6.312177e-10,0.030027384,1.0790168e-07,-4.8698971e-10,0.03002902,2.6735938e-08,-6.1883991e-10,0.030029409,9.602657e-09,-2.4423593e-10
0.35086964,0.028676974,8.4348113e-05,3.4890362e-10,0.029675393,1.9909455e-05,-5.094942e-11,0.029943015,5.0038544e-06,-1.3333585e-10,0.030012932,1.3142099e-06,-5.0490062e-10,0.030030829,3.925075e-07,-6.3838368e-10,0.030036494,1.0667581e-07,-4.9416684e-10,0.030038153,2.5801627e-08,-6.2638218e-10,0.030038547,9.1029957e-09,-2.5179795e-10
0.42735437,0.028667269,8.5544675e-05,1.5111305e-09,0.029679794,2.0148511e-05,2.8162607e-10,0.029951001,5.0522282e-06,-6.565335e-11,0.030021835,1.321985e-06,-4.92521e-10,0.030039965,3.9238392e-07,-6.4166099e-10,0.030045704,1.0529627e-07,-5.0276309e-10,0.030047384,2.4800073e-08,-6.3515528e-10,0.030047784,8.5591271e-09,-2.6021315e-10
0.50451438,0.028657522,8.6751579e-05,2.8769696e-09,0.029684239,2.03879e-05,6.8205452e-10,0.029959039,5.1004325e-06,2.0944118e-11,0.030030791,1.3296504e-06,-4.5605607e-10,0.030049153,3.9220343e-07,-6.2627651e-10,0.030054966,1.0388901e-07,-4.9767419e-10,0.030056667,2.3785234e-08,-6.3435329e-10,0.030057072,7.9972148e-09,-2.6561461e-10
0.5822802,0.028647792,8.7963383e-05,4.2504172e-09,0.029688732,2.0626587e-05,1.0812224e-09,0.029967118,5.1482095e-06,1.5201419e-10,0.030039783,1.3371239e-06,-4.1054556e-10,0.030058377,3.9192952e-07,-6.0339483e-10,0.030064263,1.0243732e-07,-4.8768827e-10,0.030065985,2.2750401e-08,-6.3016294e-10,0.030066396,7.4207484e-09,-2.6988487e-10
0.66062561,0.028637867,8.9192464e-05,5.8449887e-09,0.029693211,2.0867279e-05,1.4917417e-09,0.029975216,5.1961666e-06,2.6379739e-10,0.030048803,1.34453e-06,-3.9660389e-10,0.030067631,3.9157909e-07,-6.0454983e-10,0.03007359,1.0093512e-07,-4.9397708e-10,0.030075334,2.1688477e-08,-6.3509874e-10,0.03007575,6.8268651e-09,-2.7933369e-10
0.73953775,0.028627884,9.0430761e-05,7.6503749e-09,0.029697709,2.1108523e-05,1.9693673e-09,0.029983342,5.2440824e-06,4.0583554e-10,0.030057851,1.3518858e-06,-3.5648874e-10,0.030076911,3.9120027e-07,-5.8686183e-10,0.030082943,9.9416703e-08,-4.8916818e-10,0.030084709,2.061731e-08,-6.3387724e-10,0.03008513,6.2254901e-09,-2.8617914e-10
0.81900136,0.028617756,9.1683652e-05,9.5297583e-09,0.029702204,2.1351481e-05,2.431497e-09,0.029991486,5.2922287e-06,5.2211854e-10,0.030066921,1.3592509e-06,-3.3631761e-10,0.030086216,3.9079781e-07,-5.872276e-10,0.030092321,9.7882643e-08,-4.9519735e-10,0.030094108,1.9539146e-08,-6.3802045e-10,0.030094535,5.6146768e-09,-2.9698802e-10
0.89902939,0.028607487,9.2950578e-05,1.1522217e-08,0.029706695,2.1595813e-05,2.9131742e-09,0.029999649,5.3404369e-06,6.4649219e-10,0.030076015,1.3665444e-06,-3.0962378e-10,0.030095545,3.9033291e-07,-5.8403968e-10,0.030101724,9.6309885e-08,-4.9989939e-10,0.030103533,1.8441501e-08,-6.4143583e-10,0.030103965,4.9948975e-09,-3.0777674e-10
0.97962616,0.028597066,9.4232239e-05,1.3585638e-08,0.029711182,2.1841587e-05,3.3725666e-09,0.030007832,5.3886933e-06,7.5594774e-10,0.030085134,1.3737464e-06,-2.8486251e-10,0.030104899,3.897949e-07,-5.7947446e-10,0.030111152,9.4687008e-08,-5.0594303e-10,0.030112983,1.7314251e-08,-6.466504e-10,0.03011342,4.3628966e-09,-3.1864447e-10
