time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz,p4_ux,p4_uy,p4_uz, p5_ux,p5_uy,p5_uz, p6_ux,p6_uy,p6_uz, p7_ux,p7_uy,p7_uz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.028758192,7.7223365e-05,-3.83992e-07,0.029702681,1.6547291e-05,-3.0919688e-07,0.02991757,4.6005141e-06,-2.542656e-07,0.029981273,1.2095911e-06,-2.0087357e-07,0.029997534,3.5548291e-07,-1.4953752e-07,0.030002684,8.8465191e-08,-1.0142379e-07,0.030004205,1.6396562e-08,-5.9715161e-08,0.030004546,3.8678461e-09,-2.9782717e-08
0.12858867,0.028740186,7.8809358e-05,1.146754e-07,0.029704154,1.6872905e-05,9.1748697e-08,0.029923345,4.6958448e-06,7.6313341e-08,0.029988295,1.2457652e-06,6.1304254e-08,0.030004849,3.7735302e-07,4.6001224e-08,0.030010071,1.0438285e-07,3.1136841e-08,0.030011595,2.5123205e-08,1.8235479e-08,0.03001196,5.5017018e-09,8.6935831e-09
0.19982786,0.028724437,8.0302015e-05,-1.1829803e-09,0.029706823,1.7151856e-05,-8.72797e-10,0.029930091,4.7583947e-06,-5.9989326e-10,0.029996247,1.2544655e-06,-5.5149972e-10,0.030013119,3.771418e-07,-5.5008947e-10,0.03001844,1.0349354e-07,-4.6823437e-10,0.030019991,2.47744e-08,-5.0972692e-10,0.030020359,5.4163164e-09,-6.5556167e-10
0.27315297,0.02871167,8.1653878e-05,-7.71593e-10,0.029710587,1.7403358e-05,-9.1080327e-10,0.029937471,4.8179346e-06,-7.1228294e-10,0.030004683,1.2655478e-06,-6.7101371e-10,0.030021822,3.781837e-07,-6.5025917e-10,0.030027228,1.0251959e-07,-5.4060065e-10,0.030028804,2.3901726e-08,-5.5962176e-10,0.030029178,4.9402075e-09,-6.9339751e-10
0.34785109,0.028700946,8.2894785e-05,2.4041281e-10,0.029715022,1.7628723e-05,-5.7652159e-10,0.029945197,4.8697279e-06,-5.6590786e-10,0.030013367,1.2743786e-06,-6.0505087e-10,0.03003075,3.7846428e-07,-6.1873233e-10,0.030036232,1.0131289e-07,-5.2451542e-10,0.03003783,2.2976387e-08,-5.5331076e-10,0.030038209,4.4726303e-09,-6.9634277e-10
0.42341849,0.028691164,8.4085956e-05,1.3785285e-09,0.029719771,1.7841606e-05,-3.0623963e-10,0.029953083,4.9177265e-06,-5.1065255e-10,0.030022166,1.2820724e-06,-6.095594e-10,0.030039779,3.7833472e-07,-6.331549e-10,0.030045333,9.9953419e-08,-5.347507e-10,0.030046953,2.1996859e-08,-5.5793742e-10,0.030047337,3.9953649e-09,-6.9887852e-10
0.4996191,0.028681706,8.5263765e-05,2.7564872e-09,0.02972465,1.8049857e-05,1.0265009e-10,0.029961041,4.9642135e-06,-3.6186303e-10,0.030031018,1.2892968e-06,-5.5088337e-10,0.030048857,3.7803684e-07,-6.0740838e-10,0.030054482,9.8538505e-08,-5.2152685e-10,0.030056122,2.1001148e-08,-5.4998394e-10,0.030056512,3.514056e-09,-6.9572142e-10
0.57634819,0.028672033,8.6461037e-05,4.2107825e-09,0.029729516,1.8260229e-05,4.820284e-10,0.029969017,5.0110509e-06,-2.4234129e-10,0.030039895,1.2965321e-06,-5.019275e-10,0.030057961,3.7770058e-07,-5.853113e-10,0.030063658,9.7089513e-08,-5.1132917e-10,0.030065319,1.9984081e-08,-5.4404428e-10,0.030065714,3.0210807e-09,-6.9334962e-10
0.65357824,0.028662153,8.7676156e-05,5.8070203e-09,0.029734363,1.8472631e-05,7.9210513e-10,0.029977004,5.0581953e-06,-2.2862256e-10,0.030048791,1.3037711e-06,-5.5140083e-10,0.030067087,3.7733584e-07,-6.3493104e-10,0.030072856,9.5615288e-08,-5.458536e-10,0.030074538,1.895182e-08,-5.6244243e-10,0.030074938,2.5203655e-09,-7.010732e-10
0.73131913,0.028652126,8.8905186e-05,7.7441797e-09,0.029739204,1.8686566e-05,1.2946181e-09,0.029985007,5.1055989e-06,-6.6066713e-11,0.030057707,1.3110283e-06,-5.0024761e-10,0.030076234,3.7695951e-07,-6.1764014e-10,0.030082075,9.4135367e-08,-5.3961424e-10,0.030083778,1.7918321e-08,-5.5877574e-10,0.030084183,2.0170187e-09,-6.9885199e-10
0.8095725,0.028641991,9.014566e-05,9.6943626e-09,0.029744049,1.8901538e-05,1.7719989e-09,0.029993026,5.1531244e-06,8.6333786e-11,0.030066644,1.3182687e-06,-4.560345e-10,0.030085401,3.7655763e-07,-6.0528341e-10,0.030091315,9.2637489e-08,-5.3681289e-10,0.030093039,1.6873913e-08,-5.5718672e-10,0.030093449,1.5063361e-09,-6.97659e-10
0.88836005,0.028631683,9.1401793e-05,1.1932528e-08,0.029748884,1.9118083e-05,2.290756e-09,0.030001061,5.2008517e-06,2.3393736e-10,0.030075602,1.3254802e-06,-4.2490783e-10,0.030094591,3.7610438e-07,-6.047802e-10,0.030100577,9.1097521e-08,-5.4481121e-10,0.030102322,1.5800064e-08,-5.6336629e-10,0.030102738,9.769842e-10,-7.0182002e-10
0.96769065,0.02862132,9.2666364e-05,1.4051431e-08,0.029753738,1.9334582e-05,2.7713844e-09,0.03000912,5.2482683e-06,4.0306214e-10,0.030084583,1.3324993e-06,-3.5219037e-10,0.030103805,3.7554608e-07,-5.6581313e-10,0.030109863,8.950636e-08,-5.2196116e-10,0.030111629,1.4705033e-08,-5.4900502e-10,0.03011205,4.3853662e-10,-6.9376462e-10
1.0475611,0.028611007,9.393178e-05,1.576803e-08,0.029758636,1.9549382e-05,3.0459341e-09,0.030017208,5.2948388e-06,4.625557e-10,0.030093589,1.3391358e-06,-3.4362374e-10,0.030113041,3.7480189e-07,-5.680167e-10,0.030119172,8.7830071e-08,-5.2180669e-10,0.030120959,1.3575678e-08,-5.4540259e-10,0.030121385,-1.1387503e-10,-6.8873253e-10
