time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz
0,0,0,0,0,0,0,0,0,0,0,0,0
6e-07,0.14833943,0.0002029207,-1.5115329e-08,0.14926157,7.2995928e-05,-1.4147081e-08,0.14967606,2.7909459e-05,-1.2816114e-08,0.14983337,1.3461488e-05,-1.1638777e-08
1.32e-06,0.14828507,0.00021006723,4.231093e-09,0.14923825,7.5373199e-05,3.942539e-09,0.14966598,2.878987e-05,3.5622669e-09,0.14982821,1.3881613e-05,3.2294052e-09
2.184e-06,0.14824963,0.0002147918,-2.4398007e-09,0.14922312,7.6922101e-05,-2.0766106e-09,0.14965946,2.9360133e-05,-1.6560146e-09,0.14982488,1.4152952e-05,-1.3371394e-09
3.2208e-06,0.1482238,0.00021828245,-1.8617585e-09,0.14921213,7.805228e-05,-1.6433706e-09,0.14965472,2.9774567e-05,-1.3785954e-09,0.14982246,1.435e-05,-1.1686427e-09
4.46496e-06,0.14820375,0.00022102529,-1.2656611e-09,0.14920363,7.8930363e-05,-1.1300233e-09,0.14965106,3.0095434e-05,-9.6172377e-10,0.14982059,1.4502406e-05,-8.2687918e-10
5.957952e-06,0.14818755,0.00022326678,-9.1234096e-10,0.14919678,7.9640663e-05,-8.1874785e-10,0.14964812,3.0354182e-05,-7.0145491e-10,0.14981908,1.4625199e-05,-6.0739382e-10
7.7495424e-06,0.14817408,0.00022515043,-6.8919525e-10,0.14919109,8.0231997e-05,-6.2000979e-10,0.14964568,3.056899e-05,-5.3291319e-10,0.14981784,1.4727065e-05,-4.6317808e-10
9.8994509e-06,0.14816263,0.00022676782,-1.7208494e-09,0.14918627,8.0735261e-05,-1.5115342e-09,0.14964361,3.0751315e-05,-1.2632182e-09,0.14981678,1.4813435e-05,-1.0676967e-09
1.2479341e-05,0.14815273,0.0002281816,-1.4025475e-09,0.1491821,8.1171617e-05,-1.2353484e-09,0.14964182,3.0909018e-05,-1.0355116e-09,0.14981587,1.4888129e-05,-8.7746587e-10
1.5575209e-05,0.14814403,0.00022943511,-4.9386415e-10,0.14917845,8.1555552e-05,-4.3871906e-10,0.14964025,3.1047462e-05,-3.7077436e-10,0.14981507,1.495369e-05,-3.1989449e-10
