time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz
0,0,0,0,0,0,0,0,0,0,0,0,0
0.0006,0.029460777,7.0890221e-05,2.7805549e-08,0.029796455,2.0460044e-05,3.3196241e-08,0.029900407,8.8913935e-06,3.6034578e-08,0.029949141,4.2868185e-06,3.6481004e-08
0.00132,0.029446815,7.2970873e-05,-1.0069067e-10,0.029791434,2.0910664e-05,-2.5051328e-10,0.029897877,9.0121998e-06,-2.9292799e-10,0.029947741,4.2909967e-06,-3.0995241e-10
0.002184,0.029437782,7.4388519e-05,2.4932147e-10,0.029788393,2.1246567e-05,1.0165482e-10,0.029896491,9.148913e-06,4.5297937e-11,0.029947102,4.3543729e-06,1.5544817e-11
0.0032208,0.029431112,7.5467613e-05,2.9671921e-10,0.0297862,2.1496365e-05,1.2366751e-10,0.029895524,9.2498428e-06,5.2546066e-11,0.029946687,4.4009323e-06,1.6276387e-11
0.00446496,0.029425861,7.6344748e-05,4.2650068e-10,0.029784525,2.169522e-05,1.973603e-10,0.029894822,9.3296658e-06,9.7963013e-11,0.029946422,4.4376031e-06,4.4882444e-11
0.005957952,0.029421546,7.7090822e-05,5.7657117e-10,0.0297832,2.186122e-05,2.7822395e-10,0.029894306,9.3958599e-06,1.4567467e-10,0.029946269,4.4678688e-06,7.341082e-11
0.0077495424,0.02941788,7.7748463e-05,7.5428044e-10,0.029782129,2.2005105e-05,3.7178989e-10,0.029893934,9.4528424e-06,1.9953531e-10,0.02994621,4.4937787e-06,1.0449953e-10
0.0098994508,0.029414681,7.8346184e-05,9.354735e-10,0.029781254,2.2133956e-05,4.5577043e-10,0.029893683,9.5035067e-06,2.396221e-10,0.029946239,4.5166677e-06,1.2077269e-10
0.012479341,0.029411817,7.890513e-05,1.196009e-09,0.029780535,2.2252932e-05,5.9292523e-10,0.029893539,9.5499409e-06,3.185735e-10,0.029946353,4.5374922e-06,1.6620077e-10
0.015575209,0.029409191,7.9442309e-05,1.513109e-09,0.029779946,2.2366083e-05,7.592336e-10,0.029893498,9.5937519e-06,4.1433676e-10,0.029946557,4.5569669e-06,2.2220081e-10
0.019290251,0.029406724,7.9972064e-05,1.8972341e-09,0.029779471,2.2476727e-05,9.6454892e-10,0.029893558,9.6362473e-06,5.3366611e-10,0.029946856,4.5756859e-06,2.9096491e-10
