time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz,p4_ux,p4_uy,p4_uz, p5_ux,p5_uy,p5_uz, p6_ux,p6_uy,p6_uz, p7_ux,p7_uy,p7_uz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.026884366,0.00079092581,1.9108869e-07,0.028798617,0.00020520336,1.7257791e-07,0.029303356,9.7199473e-05,1.5852626e-07,0.029748744,2.6556058e-05,1.3114325e-07,0.029882192,1.123754e-05,1.1413312e-07,0.029918576,7.6468867e-06,1.068477e-07,0.029991239,1.3226114e-06,7.542585e-08,0.030004732,2.9187476e-07,5.8459631e-08
0.132,0.026628676,0.00090835428,2.475476e-08,0.028731008,0.00022438181,1.8298398e-08,0.029273188,0.00010433916,1.4134984e-08,0.029745954,2.7978776e-05,6.9418107e-09,0.029886553,1.1760791e-05,3.7229799e-09,0.029924782,7.9815238e-06,2.6314302e-09,0.03000098,1.3660338e-06,3.0006261e-11,0.030015037,2.9998746e-07,-4.4362548e-10
0.2184,0.02638592,0.0010297823,4.2572081e-08,0.028668046,0.00024404231,3.1649879e-08,0.029246464,0.00011153075,2.4765791e-08,0.029745589,2.9396713e-05,1.3186926e-08,0.02989303,1.2276044e-05,7.6702453e-09,0.029933041,8.3105671e-06,5.7991898e-09,0.030012695,1.4043992e-06,1.2269277e-09,0.030027377,3.0203413e-07,2.1267138e-10
0.32208,0.026134137,0.0011687358,6.3143671e-08,0.028603008,0.000265808,4.6920219e-08,0.029220169,0.00011928614,3.6744396e-08,0.029747114,3.0873981e-05,1.9818584e-08,0.029901696,1.2802543e-05,1.1541217e-08,0.029943561,8.6434729e-06,8.7419114e-09,0.030026797,1.4396899e-06,1.9230795e-09,0.030042126,3.0204394e-07,4.1076163e-10
0.446496,0.025862731,0.0013411564,8.782344e-08,0.028532817,0.00029095472,6.5233992e-08,0.02919304,0.00012796575,5.1058048e-08,0.029750457,3.246652e-05,2.7645649e-08,0.029912756,1.3359544e-05,1.6076929e-08,0.029956616,8.9923026e-06,1.2181236e-08,0.030043697,1.473118e-06,2.7366003e-09,0.030059719,2.9995697e-07,6.5060177e-10
0.58548119,0.025572269,0.0015616446,1.1590858e-07,0.028459548,0.00031895772,8.620923e-08,0.029165779,0.00013731059,6.7489221e-08,0.029755259,3.411302e-05,3.664395e-08,0.029925553,1.3924924e-05,2.1304025e-08,0.02997147,9.3431908e-06,1.6152872e-08,0.030062501,1.5035458e-06,3.7278995e-09,0.030079235,2.9595014e-07,9.8612939e-10
0.72580378,0.02527182,0.0018332762,1.4487075e-07,0.028388479,0.00034750555,1.078778e-07,0.029140081,0.00014662566,8.4454246e-08,0.02976078,3.568799e-05,4.5887103e-08,0.029938733,1.4455895e-05,2.6661635e-08,0.02998661,9.6697193e-06,2.0225341e-08,0.030081392,1.5288391e-06,4.7611993e-09,0.030098799,2.9051181e-07,1.3374757e-09
0.86711643,0.024943857,0.0021609194,1.7467994e-07,0.028317532,0.00037662652,1.3030276e-07,0.029114744,0.00015613918,1.0202359e-07,0.0297666,3.7235753e-05,5.5399322e-08,0.029952074,1.4969984e-05,3.2133587e-08,0.030001865,9.9837588e-06,2.436608e-08,0.030100299,1.5512692e-06,5.787463e-09,0.030118358,2.8417521e-07,1.6723118e-09
1.0091863,0.024571608,0.0025240104,2.0517438e-07,0.028245625,0.00040627759,1.5331163e-07,0.029089127,0.00016602268,1.2004323e-07,0.029772527,3.877772e-05,6.5080765e-08,0.029965474,1.5474697e-05,3.7656879e-08,0.030017155,1.0290185e-05,2.852872e-08,0.030119179,1.57164e-06,6.8142904e-09,0.030137875,2.7715238e-07,2.0096587e-09
1.1518489,0.024152082,0.0028940361,2.362972e-07,0.02817254,0.0004366395,1.7684464e-07,0.029062914,0.00017637179,1.3845577e-07,0.029778467,4.0323861e-05,7.4891394e-08,0.029978876,1.5973042e-05,4.3215502e-08,0.030032434,1.0590822e-05,3.2708423e-08,0.030138004,1.5901174e-06,7.8526411e-09,0.030157327,2.6951008e-07,2.3575651e-09
1.2949882,0.023691075,0.0032528018,2.6815467e-07,0.028098274,0.00046887875,2.0100409e-07,0.029035887,0.00018720848,1.5733116e-07,0.02978435,4.1881989e-05,8.4836522e-08,0.02999224,1.6467598e-05,4.8786224e-08,0.030047668,1.0887378e-05,3.687444e-08,0.030156756,1.6070232e-06,8.8714229e-09,0.030176698,2.6129401e-07,2.6958848e-09
1.4385215,0.023196383,0.0035915804,3.004406e-07,0.028022726,0.00050531454,2.2558919e-07,0.029007927,0.00019845416,1.7650324e-07,0.029790123,4.3458564e-05,9.4806757e-08,0.030005537,1.696055e-05,5.4294633e-08,0.030062832,1.1181273e-05,4.0966359e-08,0.03017542,1.6225753e-06,9.8396439e-09,0.030195975,2.5260584e-07,3.0019609e-09
1.5823914,0.022676061,0.0039040057,3.3346779e-07,0.027944974,0.00054956489,2.5096415e-07,0.028978875,0.00020995837,1.9631008e-07,0.029795716,4.5063747e-05,1.0505928e-07,0.03001873,1.7455801e-05,5.9920714e-08,0.030077901,1.1475292e-05,4.5132188e-08,0.030193988,1.6375239e-06,1.0832e-08,0.030215153,2.436325e-07,3.3273541e-09
1.7265541,0.022139394,0.0041845027,3.667495e-07,0.027863686,0.00060574373,2.769448e-07,0.028948773,0.00022149472,2.1660268e-07,0.029801094,4.6700452e-05,1.1548379e-07,0.030031801,1.7953516e-05,6.557533e-08,0.030092858,1.1769236e-05,4.9292038e-08,0.030212452,1.6514722e-06,1.1793474e-08,0.030234225,2.3418931e-07,3.6330147e-09
1.8709805,0.021593685,0.0044332054,4.0048358e-07,0.027776487,0.00067852582,3.0364147e-07,0.028917681,0.00023290889,2.3747852e-07,0.029806229,4.8373143e-05,1.2615221e-07,0.030044737,1.84545e-05,7.1311152e-08,0.030107696,1.2063504e-05,5.3491543e-08,0.030230808,1.664417e-06,1.2747961e-08,0.030253188,2.2424937e-07,3.9334169e-09
2.0156495,0.021044567,0.0046486383,4.3466911e-07,0.027680839,0.00077065515,3.3103172e-07,0.028885829,0.00024418771,2.5892904e-07,0.029811123,5.0084696e-05,1.3708388e-07,0.030057539,1.8959634e-05,7.7158386e-08,0.030122413,1.235879e-05,5.7763979e-08,0.030249055,1.6766552e-06,1.3737296e-08,0.030272042,2.1390327e-07,4.2677234e-09
2.1605455,0.020497505,0.0048305556,4.6878768e-07,0.027573802,0.00088562619,3.5870817e-07,0.028853382,0.00025566154,2.8060165e-07,0.029815754,5.1839882e-05,1.4802725e-07,0.030070198,1.9469895e-05,8.2935925e-08,0.030137005,1.2655584e-05,6.1955287e-08,0.03026719,1.6882009e-06,1.4663943e-08,0.030290784,2.0324355e-07,4.5570361e-09
2.3056609,0.019956936,0.004979721,5.032784e-07,0.027452056,0.0010230568,3.8701658e-07,0.028820315,0.00026801184,3.0280548e-07,0.029820062,5.3649171e-05,1.5917165e-07,0.030082689,1.9987748e-05,8.8756585e-08,0.030151453,1.295536e-05,6.6152764e-08,0.030285212,1.6992257e-06,1.5570711e-08,0.030309414,1.9223216e-07,4.8365154e-09
2.4509759,0.019426158,0.0050972647,5.3808873e-07,0.027313176,0.0011788506,4.1576727e-07,0.028786622,0.00028244191,3.2540408e-07,0.029824044,5.5518262e-05,1.7044584e-07,0.030095013,2.0513334e-05,9.4587334e-08,0.030165759,1.3258073e-05,7.0336558e-08,0.03030312,1.7096612e-06,1.6463953e-08,0.030327931,1.8083249e-07,5.1133094e-09
2.5964784,0.018897259,0.0051825617,5.7319985e-07,0.027154781,0.0013448078,4.4516748e-07,0.028751905,0.00030060032,3.4859756e-07,0.02982764,5.7461572e-05,1.819653e-07,0.030107146,2.104929e-05,1.0049068e-07,0.030179906,1.3565334e-05,7.4551179e-08,0.030320909,1.7197633e-06,1.7351541e-08,0.030346335,1.6910423e-07,5.3901246e-09
2.7421507,0.018379465,0.0052384347,6.0831613e-07,0.026975826,0.0015143546,4.7506924e-07,0.028715686,0.00032463081,3.7228023e-07,0.029830852,5.9487089e-05,1.9365229e-07,0.03011909,2.1595169e-05,1.0641492e-07,0.030193895,1.387671e-05,7.8755503e-08,0.030338581,1.7293909e-06,1.8218726e-08,0.030364624,1.569919e-07,5.6580106e-09
2.8879919,0.01787488,0.0052685932,6.4298614e-07,0.026776056,0.0016830756,5.0533435e-07,0.028676995,0.00035676232,3.964047e-07,0.029833649,6.1609689e-05,2.0550656e-07,0.030130834,2.2153088e-05,1.1236514e-07,0.030207721,1.4193586e-05,8.2954761e-08,0.030356134,1.7388798e-06,1.9069399e-08,0.030382799,1.446332e-07,5.9217373e-09
3.0340057,0.017385454,0.0052761349,6.7768177e-07,0.026555883,0.0018476225,5.3603552e-07,0.028634519,0.00039950406,4.210448e-07,0.02983599,6.3841239e-05,2.1755665e-07,0.030142368,2.2723957e-05,1.1834615e-07,0.030221375,1.4516287e-05,8.7147941e-08,0.030373569,1.7480767e-06,1.9898296e-08,0.030400862,1.3192376e-07,6.1778712e-09
3.1801844,0.0169226,0.0052633017,7.1240991e-07,0.02631615,0.0020055518,5.6711746e-07,0.02858661,0.00045489155,4.4619476e-07,0.029837838,6.6189609e-05,2.2982132e-07,0.03015368,2.3309466e-05,1.2437447e-07,0.030234852,1.4845858e-05,9.1348701e-08,0.030390886,1.757193e-06,2.0709213e-08,0.030418813,1.189342e-07,6.4271754e-09
3.3265229,0.01648041,0.0052333436,7.4714094e-07,0.026058674,0.0021550145,5.9858047e-07,0.02853155,0.00052358536,4.7186896e-07,0.029839165,6.8650712e-05,2.4231868e-07,0.030164763,2.3910391e-05,1.304577e-07,0.030248147,1.5182685e-05,9.5561334e-08,0.030408083,1.7661964e-06,2.150258e-08,0.030436653,1.0563012e-07,6.6700745e-09
3.4730168,0.016056964,0.0051896483,7.8185024e-07,0.025785554,0.0022945597,6.3041798e-07,0.028467537,0.00060733595,4.9807829e-07,0.029839949,7.1204477e-05,2.5507149e-07,0.030175614,2.4527295e-05,1.3661434e-07,0.030261257,1.5527061e-05,9.9802434e-08,0.030425162,1.7750393e-06,2.2287215e-08,0.030454381,9.1981799e-08,6.9112287e-09
3.6196619,0.015647531,0.0051354349,8.1650463e-07,0.025499073,0.0024228446,6.6257575e-07,0.028392884,0.00070423087,5.2477796e-07,0.029840171,7.3813089e-05,2.6805353e-07,0.030186225,2.5161524e-05,1.4281388e-07,0.030274179,1.5879942e-05,1.0404202e-07,0.030442123,1.7839658e-06,2.3045517e-08,0.030471999,7.8099814e-08,7.1405715e-09
3.7664546,0.015246902,0.0050748426,8.5099127e-07,0.025201409,0.0025392518,6.9499043e-07,0.028306202,0.00081114089,5.5193774e-07,0.029839825,7.6416659e-05,2.8126843e-07,0.030196591,2.5813431e-05,1.4906235e-07,0.030286911,1.6241379e-05,1.0828733e-07,0.030458966,1.7927622e-06,2.3788224e-08,0.030489508,6.386216e-08,7.3669378e-09
3.9133911,0.014851496,0.0050106182,8.8509084e-07,0.024894836,0.0026435889,7.2751906e-07,0.028206346,0.00092225939,5.794297e-07,0.029838919,7.893443e-05,2.9467767e-07,0.030206708,2.6484526e-05,1.5533776e-07,0.030299448,1.6612468e-05,1.1252006e-07,0.030475691,1.801816e-06,2.4504706e-08,0.030506907,4.9449847e-08,7.58135e-09
4.0604681,0.014459808,0.0049443775,9.187488e-07,0.024581353,0.0027346298,7.6016526e-07,0.02809265,0.0010339549,6.0724925e-07,0.029837484,8.1272992e-05,3.0830428e-07,0.030216572,2.7177438e-05,1.6165795e-07,0.03031179,1.6995037e-05,1.1675586e-07,0.030492299,1.8118124e-06,2.5205611e-08,0.030524199,3.5177796e-08,7.7949055e-09
4.2076827,0.014071235,0.0048771316,9.5231918e-07,0.024262836,0.0028123466,7.9318524e-07,0.02796484,0.0011442006,6.3557993e-07,0.02983556,8.3333781e-05,3.2224472e-07,0.030226174,2.7891227e-05,1.6806168e-07,0.030323931,1.7387065e-05,1.2101708e-07,0.03050879,1.8214866e-06,2.5887193e-08,0.030541383,2.0418031e-08,8.0018901e-09
4.355032,0.013685708,0.0048096458,9.8552477e-07,0.023940838,0.0028776276,8.2636652e-07,0.027822991,0.0012514334,6.6423348e-07,0.029833222,8.5032825e-05,3.3642217e-07,0.030235514,2.8628515e-05,1.7450256e-07,0.030335872,1.7789392e-05,1.2526808e-07,0.030525165,1.8312033e-06,2.654153e-08,0.03055846,5.3474995e-09,8.1992016e-09
4.5025129,0.013303374,0.0047427649,1.0181657e-06,0.023616829,0.0029315956,8.5963237e-07,0.027667493,0.0013545734,6.9312429e-07,0.029830557,8.6325471e-05,3.5080641e-07,0.030244589,2.9392301e-05,1.8096283e-07,0.030347612,1.8202273e-05,1.294958e-07,0.030541425,1.8410014e-06,2.7166863e-08,0.030575433,-1.0016729e-08,8.3874562e-09
4.6501229,0.012924739,0.0046758764,1.0504163e-06,0.023291151,0.0029764768,8.9316676e-07,0.0274989,0.0014527002,7.2231626e-07,0.029827644,8.7228801e-05,3.6544494e-07,0.030253393,3.0185896e-05,1.8746526e-07,0.030359148,1.8625369e-05,1.3371498e-07,0.03055757,1.8506063e-06,2.7762901e-08,0.0305923,-2.5807091e-08,8.564894e-09
4.7978593,0.012549479,0.0046095727,1.0818905e-06,0.022963716,0.0030125887,9.2674203e-07,0.027318083,0.0015449652,7.5169718e-07,0.029824568,8.7856441e-05,3.803474e-07,0.030261918,3.1018012e-05,1.9402328e-07,0.030370476,1.9062306e-05,1.3793704e-07,0.030573601,1.8613371e-06,2.8336622e-08,0.030609063,-4.1442167e-08,8.7374262e-09
4.9457185,0.012177923,0.0045439728,1.1133489e-06,0.022634716,0.0030406061,9.6083416e-07,0.027126097,0.0016307612,7.8159305e-07,0.029821395,8.8413055e-05,3.9564403e-07,0.030270155,3.1887206e-05,2.0068488e-07,0.030381594,1.9508246e-05,1.4218979e-07,0.030589518,1.8711427e-06,2.8886838e-08,0.030625724,-5.7876554e-08,8.9023244e-09
5.0936839,0.011810856,0.0044790478,1.1438323e-06,0.022304626,0.0030613353,9.9480294e-07,0.026924151,0.0017095463,8.1152655e-07,0.029818178,8.9259098e-05,4.1113885e-07,0.030278107,3.280146e-05,2.0735727e-07,0.030392506,1.9966895e-05,1.4640992e-07,0.030605321,1.8814672e-06,2.9406191e-08,0.03064228,-7.4421267e-08,9.059475e-09
5.2416579,0.011448998,0.0044148026,1.1739991e-06,0.021971637,0.0030749987,1.0292539e-06,0.026713464,0.0017809129,8.4175574e-07,0.029814879,9.0889887e-05,4.2696989e-07,0.030285755,3.3761311e-05,2.1410533e-07,0.030403198,2.0437626e-05,1.5064072e-07,0.030621001,1.8917476e-06,2.989797e-08,0.030658723,-9.1348176e-08,9.2075186e-09
5.3896402,0.011093298,0.0043513423,1.2031464e-06,0.021635951,0.0030823678,1.0634105e-06,0.026495135,0.0018450021,8.7193007e-07,0.029811417,9.3916479e-05,4.4300634e-07,0.030293094,3.4767678e-05,2.2087147e-07,0.030413672,2.0923218e-05,1.548437e-07,0.030636558,1.902644e-06,3.0358974e-08,0.030675055,-1.0835342e-07,9.3477997e-09
5.5376304,0.010744185,0.0042887008,1.232081e-06,0.021299447,0.0030845172,1.0977766e-06,0.026270153,0.0019017208,9.0243684e-07,0.02980758,9.9103081e-05,4.5941141e-07,0.030300114,3.5812562e-05,2.2772747e-07,0.030423924,2.1423746e-05,1.5906477e-07,0.030651994,1.9134335e-06,3.0792768e-08,0.030691275,-1.257829e-07,9.479857e-09
5.6856278,0.010401904,0.0042266419,1.2603834e-06,0.020963343,0.0030824828,1.1319966e-06,0.026039488,0.0019508959,9.3302088e-07,0.029803085,0.00010724382,4.7605682e-07,0.030306814,3.6882753e-05,2.346079e-07,0.030433955,2.1941558e-05,1.6325713e-07,0.030667311,1.9242157e-06,3.1191914e-08,0.030707386,-1.4358838e-07,9.6027168e-09
5.833632,0.010066131,0.0041647399,1.287286e-06,0.020627828,0.0030772158,1.1657238e-06,0.025803892,0.0019936465,9.6345453e-07,0.029797511,0.00011927356,4.9286911e-07,0.030313193,3.7959737e-05,2.4148371e-07,0.030443763,2.2481727e-05,1.6739977e-07,0.030682509,1.9357528e-06,3.1550991e-08,0.030723389,-1.6142838e-07,9.7143321e-09
