time,p0_ux,p0_uy,p0_uz,p1_ux,p1_uy,p1_uz,p2_ux,p2_uy,p2_uz,p3_ux,p3_uy,p3_uz,p4_ux,p4_uy,p4_uz,p5_ux,p5_uy,p5_uz,p6_ux,p6_uy,p6_uz,p7_ux,p7_uy,p7_uz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e-07,0.043149304,0.00011456477,-7.3174793e-07,0.044551268,2.4574515e-05,-5.9422622e-07,0.044870328,6.8521647e-06,-4.9190649e-07,0.044964933,1.8027016e-06,-3.9116475e-07,0.044989083,5.2111405e-07,-2.8953862e-07,0.044996762,1.20381e-07,-1.9553853e-07,0.044999119,2.8447981e-08,-1.1377668e-07,0.044999682,5.5358684e-08,-3.8347522e-08
1.32e-06,0.043139693,0.00011527352,5.132659e-07,0.044549333,2.4755186e-05,4.1580411e-07,0.04487014,6.9043104e-06,3.437043e-07,0.044965233,1.8482606e-06,2.7294227e-07,0.044989486,5.8166457e-07,2.0132604e-07,0.044997103,1.8165777e-07,1.3532607e-07,0.044999256,4.8643791e-08,7.9048381e-08,0.044999759,-1.7614685e-08,2.7774043e-08
2.184e-06,0.043131468,0.0001157483,-7.0986654e-10,0.044547206,2.4843048e-05,-5.7817779e-10,0.044869394,6.9269369e-06,-4.7903704e-10,0.044964909,1.8410972e-06,-3.7675979e-10,0.044989275,5.609728e-07,-2.765349e-10,0.044996962,1.5856012e-07,-1.8800152e-10,0.044999203,4.0864477e-08,-1.1464734e-10,0.044999735,1.1512663e-08,-8.3627866e-11
3.2208e-06,0.043125818,0.00011610592,-6.5173535e-10,0.044545843,2.4918528e-05,-5.3019381e-10,0.044869002,6.947903e-06,-4.4356744e-10,0.044964804,1.8466766e-06,-3.5612259e-10,0.044989244,5.6267518e-07,-2.6688602e-10,0.044996953,1.5905164e-07,-1.8142009e-10,0.044999201,4.1045722e-08,-1.1068802e-10,0.044999734,1.1697115e-08,-7.0044199e-11
4.46496e-06,0.043122008,0.00011634973,4.0510803e-10,0.044544925,2.4969583e-05,3.2713623e-10,0.044868737,6.9620828e-06,2.6866823e-10,0.044964733,1.8504805e-06,2.1167667e-10,0.044989222,5.638629e-07,1.5563598e-10,0.044996947,1.5942348e-07,1.0496498e-10,0.044999199,4.1217859e-08,6.1901089e-11,0.044999734,1.1970008e-08,4.8675014e-11
5.957952e-06,0.043119423,0.00011651759,1.8462989e-10,0.044544304,2.5004279e-05,1.4856103e-10,0.044868558,6.9716685e-06,1.2108755e-10,0.044964685,1.8530236e-06,9.4425136e-11,0.044989207,5.6463981e-07,6.9019794e-11,0.044996943,1.5964852e-07,4.7041336e-11,0.044999198,4.1292982e-08,2.8292165e-11,0.044999734,1.202072e-08,1.6241858e-11
7.7495424e-06,0.043117616,0.00011663735,1.6044832e-10,0.044543871,2.5028648e-05,1.2929377e-10,0.044868434,6.9783827e-06,1.055713e-10,0.044964651,1.8548104e-06,8.2296972e-11,0.044989197,5.6519273e-07,5.9606243e-11,0.04499694,1.5981679e-07,4.0505036e-11,0.044999198,4.1359728e-08,2.5271925e-11,0.044999734,1.2099684e-08,2.2886808e-11
9.8994509e-06,0.0431163,0.0001167267,1.8012247e-10,0.044543557,2.5046481e-05,1.4602157e-10,0.044868343,6.9832728e-06,1.1942538e-10,0.044964627,1.8561071e-06,9.3028649e-11,0.04498919,5.6558904e-07,6.8560376e-11,0.044996939,1.5992952e-07,4.7404997e-11,0.044999198,4.1385329e-08,2.9236742e-11,0.044999734,1.2094074e-08,1.4700956e-11
1.2479341e-05,0.043115298,0.00011679651,1.2837915e-10,0.04454332,2.5060126e-05,1.0559271e-10,0.044868275,6.9869981e-06,8.7045542e-11,0.044964609,1.8570964e-06,6.8099028e-11,0.044989185,5.6589194e-07,5.0366545e-11,0.044996938,1.600155e-07,3.5320311e-11,0.044999198,4.140895e-08,2.2435819e-11,0.044999735,1.2103189e-08,1.3316375e-11
